taxid,species_taxid,genome,organism_name,infraspecific_name,accession,date,last_update,bioproject,assembly_level,submitter,genome_size,num_CDS,num_introns,sum_CDS_length,intron_per_kb
1294352,4932,Saccharomyces_cerevisiae_yjm1342.Sc_YJM1342_v1,Saccharomyces cerevisiae YJM1342,strain=YJM1342,GCA_000977265,2016-05,2016-05,PRJNA189900,Chromosome,Duke University,12686823,5388,252,7982988,0.0315671
1294353,4932,Saccharomyces_cerevisiae_yjm1355.Sc_YJM1355_v1,Saccharomyces cerevisiae YJM1355,strain=YJM1355,GCA_000977295,2016-04,2016-04,PRJNA189901,Chromosome,Duke University,13003825,5350,252,7904987,0.0318786
1294354,4932,Saccharomyces_cerevisiae_yjm1356.Sc_YJM1356_v1,Saccharomyces cerevisiae YJM1356,strain=YJM1356,GCA_000977325,2016-05,2016-05,PRJNA189902,Chromosome,Duke University,12596052,5443,257,8037085,0.0319768
1294355,4932,Saccharomyces_cerevisiae_yjm1381.Sc_YJM1381_v1,Saccharomyces cerevisiae YJM1381,strain=YJM1381,GCA_000977355,2016-05,2016-05,PRJNA189903,Chromosome,Duke University,12456639,5446,258,8041425,0.0320839
1294356,4932,Saccharomyces_cerevisiae_yjm1383.Sc_YJM1383_v1,Saccharomyces cerevisiae YJM1383,strain=YJM1383,GCA_000977385,2016-05,2016-05,PRJNA189904,Chromosome,Duke University,12628121,5406,257,7996725,0.0321382
1294357,4932,Saccharomyces_cerevisiae_yjm1385.Sc_YJM1385_v1,Saccharomyces cerevisiae YJM1385,strain=YJM1385,GCA_000977415,2016-04,2016-04,PRJNA189905,Chromosome,Duke University,13009203,5421,257,8029476,0.0320071
1294358,4932,Saccharomyces_cerevisiae_yjm1386.Sc_YJM1386_v1,Saccharomyces cerevisiae YJM1386,strain=YJM1386,GCA_000977445,2016-04,2016-04,PRJNA189906,Chromosome,Duke University,12703377,5359,256,7909678,0.0323654
1294359,4932,Saccharomyces_cerevisiae_yjm1387.Sc_YJM1387_v1,Saccharomyces cerevisiae YJM1387,strain=YJM1387,GCA_000977475,2016-04,2016-04,PRJNA189907,Chromosome,Duke University,12815307,5435,258,8034042,0.0321133
1294360,4932,Saccharomyces_cerevisiae_yjm1388.Sc_YJM1388_v1,Saccharomyces cerevisiae YJM1388,strain=YJM1388,GCA_000977505,2016-04,2016-04,PRJNA189908,Chromosome,Duke University,12542498,5383,255,7973737,0.03198
1294361,4932,Saccharomyces_cerevisiae_yjm1389.Sc_YJM1389_v1,Saccharomyces cerevisiae YJM1389,strain=YJM1389,GCA_000977535,2016-04,2016-04,PRJNA189909,Chromosome,Duke University,12275960,5369,256,7954154,0.0321844
1294362,4932,Saccharomyces_cerevisiae_yjm1399.Sc_YJM1399_v1,Saccharomyces cerevisiae YJM1399,strain=YJM1399,GCA_000977565,2016-05,2016-05,PRJNA189910,Chromosome,Duke University,12395100,5213,255,7760664,0.032858
1294363,4932,Saccharomyces_cerevisiae_yjm1400.Sc_YJM1400_v1,Saccharomyces cerevisiae YJM1400,strain=YJM1400,GCA_000977595,2016-04,2016-04,PRJNA189911,Chromosome,Duke University,12411007,5398,256,8011408,0.0319544
1294364,4932,Saccharomyces_cerevisiae_yjm1401.Sc_YJM1401_v1,Saccharomyces cerevisiae YJM1401,strain=YJM1401,GCA_000977625,2016-05,2016-05,PRJNA189912,Chromosome,Duke University,12218077,5347,252,7930021,0.031778
1294365,4932,Saccharomyces_cerevisiae_yjm1402.Sc_YJM1402_v1,Saccharomyces cerevisiae YJM1402,strain=YJM1402,GCA_000977655,2016-05,2016-05,PRJNA189913,Chromosome,Duke University,12612588,5436,258,8043804,0.0320744
1294366,4932,Saccharomyces_cerevisiae_yjm1415.Sc_YJM1415_v1,Saccharomyces cerevisiae YJM1415,strain=YJM1415,GCA_000977685,2016-05,2016-05,PRJNA189914,Chromosome,Duke University,12870863,5455,258,8055956,0.032026
1294367,4932,Saccharomyces_cerevisiae_yjm1417.Sc_YJM1417_v1,Saccharomyces cerevisiae YJM1417,strain=YJM1417,GCA_000977715,2016-05,2016-05,PRJNA189915,Chromosome,Duke University,12706835,5424,257,8008681,0.0320902
1294368,4932,Saccharomyces_cerevisiae_yjm1418.Sc_YJM1418_v1,Saccharomyces cerevisiae YJM1418,strain=YJM1418,GCA_000977745,2016-04,2016-04,PRJNA189916,Chromosome,Duke University,12453461,5409,257,8023970,0.032029
1294369,4932,Saccharomyces_cerevisiae_yjm1419.Sc_YJM1419_v1,Saccharomyces cerevisiae YJM1419,strain=YJM1419,GCA_000977775,2016-04,2016-04,PRJNA189917,Chromosome,Duke University,13681486,5391,257,7984685,0.0321866
1294370,4932,Saccharomyces_cerevisiae_yjm1433.Sc_YJM1433_v1,Saccharomyces cerevisiae YJM1433,strain=YJM1433,GCA_000977805,2016-04,2016-04,PRJNA189918,Chromosome,Duke University,12592949,5366,252,7927073,0.0317898
1294371,4932,Saccharomyces_cerevisiae_yjm1434.Sc_YJM1434_v1,Saccharomyces cerevisiae YJM1434,strain=YJM1434,GCA_000977835,2016-04,2016-04,PRJNA189919,Chromosome,Duke University,12593806,5453,259,8083516,0.0320405
1294372,4932,Saccharomyces_cerevisiae_yjm1439.Sc_YJM1439_v1,Saccharomyces cerevisiae YJM1439,strain=YJM1439,GCA_000977865,2016-05,2016-05,PRJNA189920,Chromosome,Duke University,12950948,5358,255,7943912,0.0321001
1294373,4932,Saccharomyces_cerevisiae_yjm1443.Sc_YJM1443_v1,Saccharomyces cerevisiae YJM1443,strain=YJM1443,GCA_000977895,2016-04,2016-04,PRJNA189921,Chromosome,Duke University,12241996,5266,253,7833491,0.0322972
1294374,4932,Saccharomyces_cerevisiae_yjm1444.Sc_YJM1444_v1,Saccharomyces cerevisiae YJM1444,strain=YJM1444,GCA_000977925,2016-05,2016-05,PRJNA189922,Chromosome,Duke University,12410609,5350,247,7939357,0.0311108
1294375,4932,Saccharomyces_cerevisiae_yjm1447.Sc_YJM1447_v1,Saccharomyces cerevisiae YJM1447,strain=YJM1447,GCA_000977955,2016-05,2016-05,PRJNA189923,Chromosome,Duke University,12130840,5194,252,7666235,0.0328714
1294376,4932,Saccharomyces_cerevisiae_yjm1450.Sc_YJM1450_v1,Saccharomyces cerevisiae YJM1450,strain=YJM1450,GCA_000977985,2016-04,2016-04,PRJNA189924,Chromosome,Duke University,13054656,5360,257,7926858,0.0324214
1294377,4932,Saccharomyces_cerevisiae_yjm1460.Sc_YJM1460_v1,Saccharomyces cerevisiae YJM1460,strain=YJM1460,GCA_000978015,2016-04,2016-04,PRJNA189925,Chromosome,Duke University,12776123,5364,256,7955670,0.0321783
1294378,4932,Saccharomyces_cerevisiae_yjm1463.Sc_YJM1463_v1,Saccharomyces cerevisiae YJM1463,strain=YJM1463,GCA_000978045,2016-04,2016-04,PRJNA189926,Chromosome,Duke University,13524791,5353,257,7919653,0.0324509
1294379,4932,Saccharomyces_cerevisiae_yjm1477.Sc_YJM1477_v1,Saccharomyces cerevisiae YJM1477,strain=YJM1477,GCA_000978075,2016-04,2016-04,PRJNA189927,Chromosome,Duke University,12186737,5413,258,7988082,0.0322981
1294380,4932,Saccharomyces_cerevisiae_yjm1478.Sc_YJM1478_v1,Saccharomyces cerevisiae YJM1478,strain=YJM1478,GCA_000978105,2016-04,2016-04,PRJNA189928,Chromosome,Duke University,12675141,5398,258,7972546,0.0323611
1294381,4932,Saccharomyces_cerevisiae_yjm1479.Sc_YJM1479_v1,Saccharomyces cerevisiae YJM1479,strain=YJM1479,GCA_000978135,2016-04,2016-04,PRJNA189929,Chromosome,Duke University,12474053,5395,254,8007607,0.0317198
1294382,4932,Saccharomyces_cerevisiae_yjm1526.Sc_YJM1526_v1,Saccharomyces cerevisiae YJM1526,strain=YJM1526,GCA_000978165,2016-05,2016-05,PRJNA189930,Chromosome,Duke University,12529282,5347,252,7886951,0.0319515
1294383,4932,Saccharomyces_cerevisiae_yjm1527.Sc_YJM1527_v1,Saccharomyces cerevisiae YJM1527,strain=YJM1527,GCA_000978195,2016-04,2016-04,PRJNA189931,Chromosome,Duke University,12703303,5386,255,7970218,0.0319941
1294384,4932,Saccharomyces_cerevisiae_yjm1549.Sc_YJM1549_v1,Saccharomyces cerevisiae YJM1549,strain=YJM1549,GCA_000978225,2016-05,2016-05,PRJNA189932,Chromosome,Duke University,13252290,5437,258,8031762,0.0321225
1294385,4932,Saccharomyces_cerevisiae_yjm1573.Sc_YJM1573_v1,Saccharomyces cerevisiae YJM1573,strain=YJM1573,GCA_000978255,2016-05,2016-05,PRJNA189933,Chromosome,Duke University,12288456,5438,257,8051653,0.0319189
1294386,4932,Saccharomyces_cerevisiae_yjm1574.Sc_YJM1574_v1,Saccharomyces cerevisiae YJM1574,strain=YJM1574,GCA_000978285,2016-04,2016-04,PRJNA189934,Chromosome,Duke University,12470304,5340,249,7883862,0.0315835
1294387,4932,Saccharomyces_cerevisiae_yjm1592.Sc_YJM1592_v1,Saccharomyces cerevisiae YJM1592,strain=YJM1592,GCA_000978315,2016-05,2016-05,PRJNA189935,Chromosome,Duke University,12338573,5376,255,7967660,0.0320044
1294388,4932,Saccharomyces_cerevisiae_yjm1615.Sc_YJM1615_v1,Saccharomyces cerevisiae YJM1615,strain=YJM1615,GCA_000978345,2016-04,2016-04,PRJNA189936,Chromosome,Duke University,12637449,5394,255,7991418,0.0319092
1294303,4932,Saccharomyces_cerevisiae_yjm189.Sc_YJM189_v1,Saccharomyces cerevisiae YJM189,strain=YJM189,GCA_000975735,2016-04,2016-04,PRJNA189847,Chromosome,Duke University,12261002,5422,257,8011347,0.0320795
1294304,4932,Saccharomyces_cerevisiae_yjm193.Sc_YJM193_v1,Saccharomyces cerevisiae YJM193,strain=YJM193,GCA_000975765,2016-04,2016-04,PRJNA189848,Chromosome,Duke University,13047079,5393,257,7963295,0.0322731
1294305,4932,Saccharomyces_cerevisiae_yjm195.Sc_YJM195_v1,Saccharomyces cerevisiae YJM195,strain=YJM195,GCA_000975585,2016-04,2016-04,PRJNA189849,Chromosome,Duke University,12772095,5358,256,7964964,0.0321408
1294306,4932,Saccharomyces_cerevisiae_yjm244.Sc_YJM244_v1,Saccharomyces cerevisiae YJM244,strain=YJM244,GCA_000975615,2015-04,2015-04,PRJNA189850,Chromosome,Duke University,12987208,5314,253,7855730,0.0322058
1294307,4932,Saccharomyces_cerevisiae_yjm248.Sc_YJM248_v1,Saccharomyces cerevisiae YJM248,strain=YJM248,GCA_000975795,2015-04,2015-04,PRJNA189851,Chromosome,Duke University,12074851,5375,258,7937292,0.0325048
1294308,4932,Saccharomyces_cerevisiae_yjm270.Sc_YJM270_v1,Saccharomyces cerevisiae YJM270,strain=YJM270,GCA_000975825,2015-04,2015-04,PRJNA189852,Chromosome,Duke University,12369319,5413,258,8011732,0.0322028
1294309,4932,Saccharomyces_cerevisiae_yjm271.Sc_YJM271_v1,Saccharomyces cerevisiae YJM271,strain=YJM271,GCA_000975855,2016-04,2016-04,PRJNA189853,Chromosome,Duke University,13530944,5350,252,7884495,0.0319615
947042,4932,Saccharomyces_cerevisiae_yjm320.Sc_YJM320_v1,Saccharomyces cerevisiae YJM320,strain=YJM320,GCA_000975885,2016-05,2016-05,PRJNA189854,Chromosome,Duke University,13501409,5370,256,7942583,0.0322313
468558,4932,Saccharomyces_cerevisiae_yjm326.Sc_YJM326_v1,Saccharomyces cerevisiae YJM326,strain=YJM326,GCA_000975915,2016-04,2016-04,PRJNA189855,Chromosome,Duke University,12418376,5396,253,7981806,0.0316971
947044,4932,Saccharomyces_cerevisiae_yjm428.Sc_YJM428_v1,Saccharomyces cerevisiae YJM428,strain=YJM428,GCA_000975945,2016-05,2016-05,PRJNA189856,Chromosome,Duke University,12351354,5387,256,7984052,0.0320639
1294310,4932,Saccharomyces_cerevisiae_yjm450.Sc_YJM450_v1,Saccharomyces cerevisiae YJM450,strain=YJM450,GCA_000975975,2016-04,2016-04,PRJNA189857,Chromosome,Duke University,12416895,5414,258,7991835,0.0322829
502869,4932,Saccharomyces_cerevisiae_yjm451.Sc_YJM451_v1,Saccharomyces cerevisiae YJM451,strain=YJM451,GCA_000976005,2016-04,2016-04,PRJNA189858,Chromosome,Duke University,12195642,5387,254,7951421,0.031944
1294311,4932,Saccharomyces_cerevisiae_yjm453.Sc_YJM453_v1,Saccharomyces cerevisiae YJM453,strain=YJM453,GCA_000976035,2016-04,2016-04,PRJNA189859,Chromosome,Duke University,12681626,5373,254,7915288,0.0320898
1294312,4932,Saccharomyces_cerevisiae_yjm456.Sc_YJM456_v1,Saccharomyces cerevisiae YJM456,strain=YJM456,GCA_000976065,2015-04,2015-04,PRJNA189860,Chromosome,Duke University,12395885,5456,258,8082340,0.0319214
1294313,4932,Saccharomyces_cerevisiae_yjm470.Sc_YJM470_v1,Saccharomyces cerevisiae YJM470,strain=YJM470,GCA_000976095,2015-04,2015-04,PRJNA189861,Chromosome,Duke University,12598670,5376,258,7970491,0.0323694
1294314,4932,Saccharomyces_cerevisiae_yjm541.Sc_YJM541_v1,Saccharomyces cerevisiae YJM541,strain=YJM541,GCA_000976125,2015-04,2015-04,PRJNA189862,Chromosome,Duke University,12996062,5381,254,7961286,0.0319044
1294315,4932,Saccharomyces_cerevisiae_yjm554.Sc_YJM554_v1,Saccharomyces cerevisiae YJM554,strain=YJM554,GCA_000976155,2016-04,2016-04,PRJNA189863,Chromosome,Duke University,13031054,5342,255,7896235,0.0322939
1294316,4932,Saccharomyces_cerevisiae_yjm555.Sc_YJM555_v1,Saccharomyces cerevisiae YJM555,strain=YJM555,GCA_000976185,2016-05,2016-05,PRJNA189864,Chromosome,Duke University,13353589,5438,259,8042830,0.0322026
1294317,4932,Saccharomyces_cerevisiae_yjm627.Sc_YJM627_v1,Saccharomyces cerevisiae YJM627,strain=YJM627,GCA_000976215,2016-04,2016-04,PRJNA189865,Chromosome,Duke University,12622556,5385,258,7970749,0.0323684
1294318,4932,Saccharomyces_cerevisiae_yjm681.Sc_YJM681_v1,Saccharomyces cerevisiae YJM681,strain=YJM681,GCA_000976245,2016-05,2016-05,PRJNA189866,Chromosome,Duke University,12325125,5377,255,7953054,0.0320632
1294319,4932,Saccharomyces_cerevisiae_yjm682.Sc_YJM682_v1,Saccharomyces cerevisiae YJM682,strain=YJM682,GCA_000976275,2016-04,2016-04,PRJNA189867,Chromosome,Duke University,12405568,5426,257,8046719,0.0319385
1294320,4932,Saccharomyces_cerevisiae_yjm683.Sc_YJM683_v1,Saccharomyces cerevisiae YJM683,strain=YJM683,GCA_000976305,2016-04,2016-04,PRJNA189868,Chromosome,Duke University,12529680,5447,259,8061963,0.0321262
1294321,4932,Saccharomyces_cerevisiae_yjm689.Sc_YJM689_v1,Saccharomyces cerevisiae YJM689,strain=YJM689,GCA_000976335,2016-04,2016-04,PRJNA189869,Chromosome,Duke University,12296090,5376,253,7948290,0.0318307
1294322,4932,Saccharomyces_cerevisiae_yjm693.Sc_YJM693_v1,Saccharomyces cerevisiae YJM693,strain=YJM693,GCA_000976365,2016-04,2016-04,PRJNA189870,Chromosome,Duke University,13187260,5355,253,7911740,0.0319778
307796,4932,Saccharomyces_cerevisiae_yjm789.ASM18143v1,Saccharomyces cerevisiae YJM789,strain=YJM789,GCA_000181435,2014-08,2014-08,PRJNA13304,Scaffold,Stanford University,11990995,5900,248,8539311,0.0290422
1294323,4932,Saccharomyces_cerevisiae_yjm969.Sc_YJM969_v1,Saccharomyces cerevisiae YJM969,strain=YJM969,GCA_000976395,2016-05,2016-05,PRJNA189871,Chromosome,Duke University,12342999,5432,251,8017370,0.031307
1294324,4932,Saccharomyces_cerevisiae_yjm972.Sc_YJM972_v1,Saccharomyces cerevisiae YJM972,strain=YJM972,GCA_000976425,2015-04,2015-04,PRJNA189872,Chromosome,Duke University,12972010,5424,256,8020813,0.031917
1294325,4932,Saccharomyces_cerevisiae_yjm975.Sc_YJM975_v1,Saccharomyces cerevisiae YJM975,strain=YJM975,GCA_000976455,2016-04,2016-04,PRJNA189873,Chromosome,Duke University,12237116,5420,257,7995813,0.0321418
1294326,4932,Saccharomyces_cerevisiae_yjm978.Sc_YJM978_v1,Saccharomyces cerevisiae YJM978,strain=YJM978,GCA_000976485,2016-05,2016-05,PRJNA189874,Chromosome,Duke University,12491922,5430,258,8025141,0.032149
1294327,4932,Saccharomyces_cerevisiae_yjm981.Sc_YJM981_v1,Saccharomyces cerevisiae YJM981,strain=YJM981,GCA_000976515,2016-04,2016-04,PRJNA189875,Chromosome,Duke University,12919946,5461,259,8061504,0.032128
1294328,4932,Saccharomyces_cerevisiae_yjm984.Sc_YJM984_v1,Saccharomyces cerevisiae YJM984,strain=YJM984,GCA_000976545,2016-05,2016-05,PRJNA189876,Chromosome,Duke University,13102689,5407,255,7991458,0.0319091
1294329,4932,Saccharomyces_cerevisiae_yjm987.Sc_YJM987_v1,Saccharomyces cerevisiae YJM987,strain=YJM987,GCA_000976575,2016-04,2016-04,PRJNA189877,Chromosome,Duke University,12977480,5464,257,8066262,0.0318611
1294330,4932,Saccharomyces_cerevisiae_yjm990.Sc_YJM990_v1,Saccharomyces cerevisiae YJM990,strain=YJM990,GCA_000976605,2016-04,2016-04,PRJNA189878,Chromosome,Duke University,12431875,5368,252,7921644,0.0318116
1294331,4932,Saccharomyces_cerevisiae_yjm993.Sc_YJM993_v1,Saccharomyces cerevisiae YJM993,strain=YJM993,GCA_000662435,2016-04,2016-04,PRJNA189879,Chromosome,Duke University,12503126,5455,256,8061360,0.0317564
1294332,4932,Saccharomyces_cerevisiae_yjm996.Sc_YJM996_v1,Saccharomyces cerevisiae YJM996,strain=YJM996,GCA_000976665,2016-04,2016-04,PRJNA189880,Chromosome,Duke University,12704794,5461,259,8068191,0.0321014
1080349,1080349,Saccharomyces_eubayanus.SEUB3.0,Saccharomyces eubayanus,strain=FM1318,GCA_001298625,2015-09,2015-09,PRJNA243390,Chromosome,University of Wisconsin-Madison,11734173,5370,100,8042320,0.0124342
226230,114524,Saccharomyces_kudriavzevii_ifo_1802.Saccharomyces_kudriavzevii_strain_IFO1802_v1.0,Saccharomyces kudriavzevii IFO 1802,strain=IFO 1802,GCA_000167075,2012-08,2012-08,PRJNA1442,Scaffold,Washington University School of Medicine,11189057,3764,0,4635528,0
252598,252598,Saccharomyces_sp_boulardii_.ASM129837v2,Saccharomyces sp. 'boulardii',strain=biocodex,GCA_001298375,2015-09,2015-09,PRJNA259301,Chromosome,Institute of Microbial Technology,11999562,5482,442,8451022,0.0523014
252598,252598,Saccharomyces_sp_boulardii_gca_001413975.ASM141397v1,Saccharomyces sp. 'boulardii',strain=unique28,GCA_001413975,2015-11,2015-11,PRJNA285730,Chromosome,Institute of Microbial Technology,12001065,5493,441,8445779,0.0522154
566037,566037,Saccharomycetaceae_sp_ashbya_aceri_.ASM41222v2,Saccharomycetaceae sp. 'Ashbya aceri',NA,GCA_000412225,2014-10,2014-10,PRJNA39551,Complete Genome,"Duke University, Molecular Genetics and Microbiology",8894523,4479,39,6732309,0.00579296
698492,5606,Saitoella_complicata_nrrl_y_17804.Scomplicata_3.0,Saitoella complicata NRRL Y-17804,strain=NRRL Y-17804,GCA_000227095,2015-06,2015-06,PRJDA63243,Contig,Saitoella complicata genome sequencing consortium,14130614,7119,14332,10997946,1.30315
563466,563466,Scedosporium_apiospermum.ScApio1.0,Scedosporium apiospermum,strain=IHEM 14462,GCA_000732125,2014-07,2014-07,PRJNA244532,Scaffold,LUNAM - Angers University,43437139,8375,22176,13745250,1.61336
322104,4924,Scheffersomyces_stipitis_cbs_6054.ASM20916v1,Scheffersomyces stipitis CBS 6054,strain=CBS 6054,GCA_000209165,2014-05,2014-05,PRJNA16843,Chromosome,DOE Joint Genome Institute,15441179,5818,2567,8605777,0.298288
578458,5334,Schizophyllum_commune_h4_8.v1.0,Schizophyllum commune H4-8,strain=H4-8,GCA_000143185,2010-10,2010-10,PRJNA32757,Scaffold,US DOE Joint Genome Institute (JGI-PGF),38482026,13190,61415,17713921,3.46705
27342,27342,Schizopora_paradoxa.Schpa1,Schizopora paradoxa,strain=KUC8140,GCA_001020605,2015-06,2015-06,PRJNA239088,Scaffold,DOE Joint Genome Institute,44406206,17088,77403,21187016,3.65332
653667,866546,Schizosaccharomyces_cryophilus.GCA_000004155.2,Schizosaccharomyces cryophilus OY26,strain=OY26,GCA_000004155,2013-08,2013-08,PRJNA38373,Scaffold,Broad Institute,11554764,5155,5642,7002207,0.805746
402676,4897,Schizosaccharomyces_japonicus.GCA_000149845.2,Schizosaccharomyces japonicus yFS275,strain=yFS275,GCA_000149845,2013-08,2013-08,PRJNA13640,Scaffold,Broad Institute,11733154,4878,5192,6846852,0.758305
483514,4899,Schizosaccharomyces_octosporus.GCA_000150505.2,Schizosaccharomyces octosporus yFS286,strain=yFS286,GCA_000150505,2013-07,2013-07,PRJNA13639,Scaffold,Broad Institute,11634473,4986,5350,6922074,0.77289
4896,4896,Schizosaccharomyces_pombe.ASM294v2,Schizosaccharomyces pombe,strain=972h-,GCA_000002945,2009-05,2015-11,PRJNA13836,Chromosome,S. pombe European Sequencing Consortium (EUPOM),12631379,5114,5048,7134680,0.70753
1036808,68788,Scleroderma_citrinum_foug_a.Scleroderma_citrinum_Foug_A_v1_0,Scleroderma citrinum Foug A,strain=Foug A,GCA_000827425,2015-02,2015-02,PRJNA207859,Scaffold,DOE Joint Genome Institute,56144862,20987,65126,18829295,3.45876
1432307,77105,Sclerotinia_borealis_f_4157.SBOR_1,Sclerotinia borealis F-4128,strain=F-4128,GCA_000503235,2014-05,2014-05,PRJNA227173,Scaffold,Centre Bioengineering RAS,39450085,10166,21402,15536607,1.37752
665079,5180,Sclerotinia_sclerotiorum.ASM14694v1,Sclerotinia sclerotiorum 1980 UF-70,strain=1980,GCA_000146945,2007-08,2007-08,PRJNA15530,Scaffold,Broad Institute,27274596,10175,18286,11195259,1.63337
933852,109899,Serendipita_vermifera_maff_305830.Sebacina_vermifera_MAFF_305830_v1_0,Serendipita vermifera MAFF 305830,strain=MAFF 305830,GCA_000827415,2015-02,2015-02,PRJNA207844,Scaffold,DOE Joint Genome Institute,38094242,15233,57861,18720047,3.09086
936435,85982,Serpula_lacrymans_var_lacrymans_s7_3.v1.0,Serpula lacrymans var. lacrymans S7.3,strain=S7.3,GCA_000218725,2011-06,2011-06,PRJNA61241,Scaffold,US DOE Joint Genome Institute (JGI-PGF),46993781,14481,57187,14004144,4.08358
578457,85982,Serpula_lacrymans_var_lacrymans_s7_9.v1.0,Serpula lacrymans var. lacrymans S7.9,strain=S7.9,GCA_000218685,2011-06,2011-06,PRJNA32885,Scaffold,US DOE Joint Genome Institute (JGI-PGF),42797233,12920,55582,13192406,4.21318
671987,93612,Setosphaeria_turcica_et28a.Setospaeria_trucica_Et28A_v1_0,Setosphaeria turcica Et28A,strain=Et28A,GCA_000359705,2013-04,2013-04,PRJNA82947,Scaffold,JGI,43013545,11698,19090,15998609,1.19323
771870,5147,Sordaria_macrospora.ASM18280v2,Sordaria macrospora k-hell,strain=k-hell,GCA_000182805,2012-12,2012-12,PRJNA39253,Scaffold,"Ruhr University Bochum, Department of General and Molecular Botany",38391383,9854,15664,15038178,1.04162
619300,340170,Spathaspora_passalidarum_nrrl_y_27907.Spathaspora_passalidarum_v2_0,Spathaspora passalidarum NRRL Y-27907,strain=NRRL Y-27907,GCA_000223485,2011-08,2011-08,PRJNA53891,Scaffold,DOE Joint Genome Institute,13182099,5983,1053,8101550,0.129975
990650,68786,Sphaerobolus_stellatus_ss14.Sphst1,Sphaerobolus stellatus SS14,strain=SS14,GCA_000827215,2015-02,2015-02,PRJNA207858,Scaffold,DOE Joint Genome Institute,176372157,25074,83274,21905329,3.80154
692275,85929,Sphaerulina_musiva_so2202.Septoria_musiva_SO2202_v1_0,Sphaerulina musiva SO2202,strain=SO2202,GCA_000320565,2016-05,2016-05,PRJNA51781,Scaffold,JGI,29352103,10156,12670,13772284,0.919964
645134,109760,Spizellomyces_punctatus_daom_br117.S_punctatus_V1,Spizellomyces punctatus DAOM BR117,strain=DAOM BR117,GCA_000182565,2015-07,2015-07,PRJNA37881,Scaffold,Broad Institute,24131112,8950,42833,13870252,3.08812
5005,5005,Sporidiobolus_salmonicolor.SPOSA68321A01,Sporidiobolus salmonicolor,NA,GCA_001373355,2015-04,2015-04,PRJEB8362,Scaffold,UCIBIO,20525926,4670,27190,7649655,3.55441
999809,72558,Sporisorium_reilianum.GCA_000230245.1,Sporisorium reilianum SRZ2,NA,GCA_000230245,2011-08,2011-08,PRJNA64587,Chromosome,Munich Information Center for Protein Sequences,18476874,6603,3015,11823933,0.254991
49012,49012,Sporisorium_scitamineum.Sporisorium_scitamineum,Sporisorium scitamineum,NA,GCA_001243155,2015-05,2015-05,PRJEB5169,Scaffold,CSIRO,19427878,7711,5382,11265410,0.477746
1398154,545650,Sporothrix_brasiliensis_5110.S_brasiliensis_5110_v1,Sporothrix brasiliensis 5110,strain=5110,GCA_000820605,2015-10,2015-10,PRJNA218075,Contig,LNCC,33205847,9067,10168,14539152,0.699353
1397361,29908,Sporothrix_schenckii_1099_18.S_schenckii_v1,Sporothrix schenckii 1099-18,strain=1099-18,GCA_000961545,2015-10,2015-10,PRJNA218070,Contig,LNCC,32375103,10277,10322,15654855,0.659348
1391915,29908,Sporothrix_schenckii_atcc_58251.Spor_sche_ATCC58251_V1,Sporothrix schenckii ATCC 58251,strain=ATCC 58251,GCA_000474925,2013-10,2013-10,PRJNA217088,Scaffold,Broad Institute,32228000,8674,9830,14381418,0.683521
1358809,51541,Spraguea_lophii_42_110.Sprlop1.0,Spraguea lophii 42_110,strain=42_110,GCA_000430065,2013-07,2013-07,PRJNA73605,Contig,University of Exeter,4980876,2499,0,2539258,0
1283842,74722,Stachybotrys_chartarum_ibt_40288.S40288v1,Stachybotrys chartarum IBT 40288,strain=IBT 40288,GCA_000732765,2014-07,2014-07,PRJNA170468,Scaffold,UT Southwestern,36012651,11368,20531,16977350,1.20932
1280524,74722,Stachybotrys_chartarum_ibt_40293.S40293v1,Stachybotrys chartarum IBT 40293,strain=IBT 40293,GCA_000732565,2014-07,2014-07,PRJNA185808,Scaffold,UT Southwestern,36480513,11453,20698,17250816,1.19983
1280523,74722,Stachybotrys_chartarum_ibt_7711.S7711v1,Stachybotrys chartarum IBT 7711,strain=IBT 7711,GCA_000730325,2014-11,2014-11,PRJNA185811,Scaffold,UT Southwestern,36879702,11530,20798,17361222,1.19796
1283841,388913,Stachybotrys_chlorohalonata_ibt_40285.S40285v1,Stachybotrys chlorohalonata IBT 40285,strain=IBT 40285,GCA_000732775,2014-07,2014-07,PRJNA185807,Scaffold,UT Southwestern,34390047,10706,18944,15804315,1.19866
183478,183478,Stemphylium_lycopersici.ASM119154v1,Stemphylium lycopersici,strain=CIDEFI 216,GCA_001191545,2015-08,2015-08,PRJNA274742,Scaffold,CIDEFI,35173254,8997,20255,16175249,1.25222
721885,40492,Stereum_hirsutum_fp_91666_ss1.Stehi1,Stereum hirsutum FP-91666 SS1,strain=FP-91666 SS1,GCA_000264905,2013-05,2013-05,PRJNA52843,Scaffold,JGI,46511623,1612,7577,2109021,3.59266
930992,5384,Suillus_luteus_uh_slu_lm8_n1.Suilu1,Suillus luteus UH-Slu-Lm8-n1,strain=UH-Slu-Lm8-n1,GCA_000827255,2015-02,2015-02,PRJNA242126,Scaffold,DOE Joint Genome Institute,37014302,18295,65151,17966088,3.62633
1472165,1472165,Talaromyces_cellulolyticus.TcelY94_1.0,Talaromyces cellulolyticus,strain=Y-94,GCA_000829775,2015-02,2015-02,PRJDB3250,Scaffold,National Institute of Advanced Industrial Science and Technology (AIST),36402801,1615,3817,2499984,1.52681
