taxid,species_taxid,genome,organism_name,infraspecific_name,accession,date,last_update,bioproject,assembly_level,submitter,genome_size,num_CDS,intron_per_kb
1294375,4932,Saccharomyces_cerevisiae_yjm1447.Sc_YJM1447_v1,Saccharomyces cerevisiae YJM1447,strain=YJM1447,GCA_000977955,2016-05,2016-05,PRJNA189923,Chromosome,Duke University,12130840,5194,0.09863213612
1294376,4932,Saccharomyces_cerevisiae_yjm1450.Sc_YJM1450_v1,Saccharomyces cerevisiae YJM1450,strain=YJM1450,GCA_000977985,2016-04,2016-04,PRJNA189924,Chromosome,Duke University,13054656,5360,0.0966185681
1294377,4932,Saccharomyces_cerevisiae_yjm1460.Sc_YJM1460_v1,Saccharomyces cerevisiae YJM1460,strain=YJM1460,GCA_000978015,2016-04,2016-04,PRJNA189925,Chromosome,Duke University,12776123,5364,0.09570577517
1294378,4932,Saccharomyces_cerevisiae_yjm1463.Sc_YJM1463_v1,Saccharomyces cerevisiae YJM1463,strain=YJM1463,GCA_000978045,2016-04,2016-04,PRJNA189926,Chromosome,Duke University,13524791,5353,0.09694273155
1294379,4932,Saccharomyces_cerevisiae_yjm1477.Sc_YJM1477_v1,Saccharomyces cerevisiae YJM1477,strain=YJM1477,GCA_000978075,2016-04,2016-04,PRJNA189927,Chromosome,Duke University,12186737,5413,0.09600855385
1294380,4932,Saccharomyces_cerevisiae_yjm1478.Sc_YJM1478_v1,Saccharomyces cerevisiae YJM1478,strain=YJM1478,GCA_000978105,2016-04,2016-04,PRJNA189928,Chromosome,Duke University,12675141,5398,0.09659913375
1294381,4932,Saccharomyces_cerevisiae_yjm1479.Sc_YJM1479_v1,Saccharomyces cerevisiae YJM1479,strain=YJM1479,GCA_000978135,2016-04,2016-04,PRJNA189929,Chromosome,Duke University,12474053,5395,0.09544125672
1294382,4932,Saccharomyces_cerevisiae_yjm1526.Sc_YJM1526_v1,Saccharomyces cerevisiae YJM1526,strain=YJM1526,GCA_000978165,2016-05,2016-05,PRJNA189930,Chromosome,Duke University,12529282,5347,0.09504122125
1294383,4932,Saccharomyces_cerevisiae_yjm1527.Sc_YJM1527_v1,Saccharomyces cerevisiae YJM1527,strain=YJM1527,GCA_000978195,2016-04,2016-04,PRJNA189931,Chromosome,Duke University,12703303,5386,0.09438289881
1294384,4932,Saccharomyces_cerevisiae_yjm1549.Sc_YJM1549_v1,Saccharomyces cerevisiae YJM1549,strain=YJM1549,GCA_000978225,2016-05,2016-05,PRJNA189932,Chromosome,Duke University,13252290,5437,0.09572363362
1294385,4932,Saccharomyces_cerevisiae_yjm1573.Sc_YJM1573_v1,Saccharomyces cerevisiae YJM1573,strain=YJM1573,GCA_000978255,2016-05,2016-05,PRJNA189933,Chromosome,Duke University,12288456,5438,0.09548845568
1294386,4932,Saccharomyces_cerevisiae_yjm1574.Sc_YJM1574_v1,Saccharomyces cerevisiae YJM1574,strain=YJM1574,GCA_000978285,2016-04,2016-04,PRJNA189934,Chromosome,Duke University,12470304,5340,0.09424321273
1294387,4932,Saccharomyces_cerevisiae_yjm1592.Sc_YJM1592_v1,Saccharomyces cerevisiae YJM1592,strain=YJM1592,GCA_000978315,2016-05,2016-05,PRJNA189935,Chromosome,Duke University,12338573,5376,0.09616037946
1294388,4932,Saccharomyces_cerevisiae_yjm1615.Sc_YJM1615_v1,Saccharomyces cerevisiae YJM1615,strain=YJM1615,GCA_000978345,2016-04,2016-04,PRJNA189936,Chromosome,Duke University,12637449,5394,0.09533458343
1294303,4932,Saccharomyces_cerevisiae_yjm189.Sc_YJM189_v1,Saccharomyces cerevisiae YJM189,strain=YJM189,GCA_000975735,2016-04,2016-04,PRJNA189847,Chromosome,Duke University,12261002,5422,0.09606854851
1294304,4932,Saccharomyces_cerevisiae_yjm193.Sc_YJM193_v1,Saccharomyces cerevisiae YJM193,strain=YJM193,GCA_000975765,2016-04,2016-04,PRJNA189848,Chromosome,Duke University,13047079,5393,0.09594073521
1294305,4932,Saccharomyces_cerevisiae_yjm195.Sc_YJM195_v1,Saccharomyces cerevisiae YJM195,strain=YJM195,GCA_000975585,2016-04,2016-04,PRJNA189849,Chromosome,Duke University,12772095,5358,0.09613480739
1294306,4932,Saccharomyces_cerevisiae_yjm244.Sc_YJM244_v1,Saccharomyces cerevisiae YJM244,strain=YJM244,GCA_000975615,2015-04,2015-04,PRJNA189850,Chromosome,Duke University,12987208,5314,0.09572460896
1294307,4932,Saccharomyces_cerevisiae_yjm248.Sc_YJM248_v1,Saccharomyces cerevisiae YJM248,strain=YJM248,GCA_000975795,2015-04,2015-04,PRJNA189851,Chromosome,Duke University,12074851,5375,0.09670294698
1294308,4932,Saccharomyces_cerevisiae_yjm270.Sc_YJM270_v1,Saccharomyces cerevisiae YJM270,strain=YJM270,GCA_000975825,2015-04,2015-04,PRJNA189852,Chromosome,Duke University,12369319,5413,0.09626222742
1294309,4932,Saccharomyces_cerevisiae_yjm271.Sc_YJM271_v1,Saccharomyces cerevisiae YJM271,strain=YJM271,GCA_000975855,2016-04,2016-04,PRJNA189853,Chromosome,Duke University,13530944,5350,0.09479674953
947042,4932,Saccharomyces_cerevisiae_yjm320.Sc_YJM320_v1,Saccharomyces cerevisiae YJM320,strain=YJM320,GCA_000975885,2016-05,2016-05,PRJNA189854,Chromosome,Duke University,13501409,5370,0.09650972402
468558,4932,Saccharomyces_cerevisiae_yjm326.Sc_YJM326_v1,Saccharomyces cerevisiae YJM326,strain=YJM326,GCA_000975915,2016-04,2016-04,PRJNA189855,Chromosome,Duke University,12418376,5396,0.09469603558
947044,4932,Saccharomyces_cerevisiae_yjm428.Sc_YJM428_v1,Saccharomyces cerevisiae YJM428,strain=YJM428,GCA_000975945,2016-05,2016-05,PRJNA189856,Chromosome,Duke University,12351354,5387,0.09587069241
1294310,4932,Saccharomyces_cerevisiae_yjm450.Sc_YJM450_v1,Saccharomyces cerevisiae YJM450,strain=YJM450,GCA_000975975,2016-04,2016-04,PRJNA189857,Chromosome,Duke University,12416895,5414,0.09593568895
502869,4932,Saccharomyces_cerevisiae_yjm451.Sc_YJM451_v1,Saccharomyces cerevisiae YJM451,strain=YJM451,GCA_000976005,2016-04,2016-04,PRJNA189858,Chromosome,Duke University,12195642,5387,0.09494404604
1294311,4932,Saccharomyces_cerevisiae_yjm453.Sc_YJM453_v1,Saccharomyces cerevisiae YJM453,strain=YJM453,GCA_000976035,2016-04,2016-04,PRJNA189859,Chromosome,Duke University,12681626,5373,0.09520811632
1294312,4932,Saccharomyces_cerevisiae_yjm456.Sc_YJM456_v1,Saccharomyces cerevisiae YJM456,strain=YJM456,GCA_000976065,2015-04,2015-04,PRJNA189860,Chromosome,Duke University,12395885,5456,0.09558628996
1294313,4932,Saccharomyces_cerevisiae_yjm470.Sc_YJM470_v1,Saccharomyces cerevisiae YJM470,strain=YJM470,GCA_000976095,2015-04,2015-04,PRJNA189861,Chromosome,Duke University,12598670,5376,0.0968095385
1294314,4932,Saccharomyces_cerevisiae_yjm541.Sc_YJM541_v1,Saccharomyces cerevisiae YJM541,strain=YJM541,GCA_000976125,2015-04,2015-04,PRJNA189862,Chromosome,Duke University,12996062,5381,0.09590367255
1294315,4932,Saccharomyces_cerevisiae_yjm554.Sc_YJM554_v1,Saccharomyces cerevisiae YJM554,strain=YJM554,GCA_000976155,2016-04,2016-04,PRJNA189863,Chromosome,Duke University,13031054,5342,0.09680551123
1294316,4932,Saccharomyces_cerevisiae_yjm555.Sc_YJM555_v1,Saccharomyces cerevisiae YJM555,strain=YJM555,GCA_000976185,2016-05,2016-05,PRJNA189864,Chromosome,Duke University,13353589,5438,0.0959872135
1294317,4932,Saccharomyces_cerevisiae_yjm627.Sc_YJM627_v1,Saccharomyces cerevisiae YJM627,strain=YJM627,GCA_000976215,2016-04,2016-04,PRJNA189865,Chromosome,Duke University,12622556,5385,0.09665030102
1294318,4932,Saccharomyces_cerevisiae_yjm681.Sc_YJM681_v1,Saccharomyces cerevisiae YJM681,strain=YJM681,GCA_000976245,2016-05,2016-05,PRJNA189866,Chromosome,Duke University,12325125,5377,0.09585037363
1294319,4932,Saccharomyces_cerevisiae_yjm682.Sc_YJM682_v1,Saccharomyces cerevisiae YJM682,strain=YJM682,GCA_000976275,2016-04,2016-04,PRJNA189867,Chromosome,Duke University,12405568,5426,0.09585247512
1294320,4932,Saccharomyces_cerevisiae_yjm683.Sc_YJM683_v1,Saccharomyces cerevisiae YJM683,strain=YJM683,GCA_000976305,2016-04,2016-04,PRJNA189868,Chromosome,Duke University,12529680,5447,0.09582799486
1294321,4932,Saccharomyces_cerevisiae_yjm689.Sc_YJM689_v1,Saccharomyces cerevisiae YJM689,strain=YJM689,GCA_000976335,2016-04,2016-04,PRJNA189869,Chromosome,Duke University,12296090,5376,0.0948485917
1294322,4932,Saccharomyces_cerevisiae_yjm693.Sc_YJM693_v1,Saccharomyces cerevisiae YJM693,strain=YJM693,GCA_000976365,2016-04,2016-04,PRJNA189870,Chromosome,Duke University,13187260,5355,0.0947079408
307796,4932,Saccharomyces_cerevisiae_yjm789.ASM18143v1,Saccharomyces cerevisiae YJM789,strain=YJM789,GCA_000181435,2014-08,2014-08,PRJNA13304,Scaffold,Stanford University,11990995,5900,0.08571806254
1294323,4932,Saccharomyces_cerevisiae_yjm969.Sc_YJM969_v1,Saccharomyces cerevisiae YJM969,strain=YJM969,GCA_000976395,2016-05,2016-05,PRJNA189871,Chromosome,Duke University,12342999,5432,0.09395881719
1294324,4932,Saccharomyces_cerevisiae_yjm972.Sc_YJM972_v1,Saccharomyces cerevisiae YJM972,strain=YJM972,GCA_000976425,2015-04,2015-04,PRJNA189872,Chromosome,Duke University,12972010,5424,0.095205849
1294325,4932,Saccharomyces_cerevisiae_yjm975.Sc_YJM975_v1,Saccharomyces cerevisiae YJM975,strain=YJM975,GCA_000976455,2016-04,2016-04,PRJNA189873,Chromosome,Duke University,12237116,5420,0.09557095406
1294326,4932,Saccharomyces_cerevisiae_yjm978.Sc_YJM978_v1,Saccharomyces cerevisiae YJM978,strain=YJM978,GCA_000976485,2016-05,2016-05,PRJNA189874,Chromosome,Duke University,12491922,5430,0.09568377551
1294327,4932,Saccharomyces_cerevisiae_yjm981.Sc_YJM981_v1,Saccharomyces cerevisiae YJM981,strain=YJM981,GCA_000976515,2016-04,2016-04,PRJNA189875,Chromosome,Duke University,12919946,5461,0.09558275261
1294328,4932,Saccharomyces_cerevisiae_yjm984.Sc_YJM984_v1,Saccharomyces cerevisiae YJM984,strain=YJM984,GCA_000976545,2016-05,2016-05,PRJNA189876,Chromosome,Duke University,13102689,5407,0.09503395062
1294329,4932,Saccharomyces_cerevisiae_yjm987.Sc_YJM987_v1,Saccharomyces cerevisiae YJM987,strain=YJM987,GCA_000976575,2016-04,2016-04,PRJNA189877,Chromosome,Duke University,12977480,5464,0.09510198298
1294330,4932,Saccharomyces_cerevisiae_yjm990.Sc_YJM990_v1,Saccharomyces cerevisiae YJM990,strain=YJM990,GCA_000976605,2016-04,2016-04,PRJNA189878,Chromosome,Duke University,12431875,5368,0.09345440779
1294331,4932,Saccharomyces_cerevisiae_yjm993.Sc_YJM993_v1,Saccharomyces cerevisiae YJM993,strain=YJM993,GCA_000662435,2016-04,2016-04,PRJNA189879,Chromosome,Duke University,12503126,5455,0.09490295784
1294332,4932,Saccharomyces_cerevisiae_yjm996.Sc_YJM996_v1,Saccharomyces cerevisiae YJM996,strain=YJM996,GCA_000976665,2016-04,2016-04,PRJNA189880,Chromosome,Duke University,12704794,5461,0.09558292639
1080349,1080349,Saccharomyces_eubayanus.SEUB3.0,Saccharomyces eubayanus,strain=FM1318,GCA_001298625,2015-09,2015-09,PRJNA243390,Chromosome,University of Wisconsin-Madison,11734173,5370,0.04756066629
226230,114524,Saccharomyces_kudriavzevii_ifo_1802.Saccharomyces_kudriavzevii_strain_IFO1802_v1.0,Saccharomyces kudriavzevii IFO 1802,strain=IFO 1802,GCA_000167075,2012-08,2012-08,PRJNA1442,Scaffold,Washington University School of Medicine,11189057,3764,0
252598,252598,Saccharomyces_sp_boulardii_.ASM129837v2,Saccharomyces sp. 'boulardii',strain=biocodex,GCA_001298375,2015-09,2015-09,PRJNA259301,Chromosome,Institute of Microbial Technology,11999562,5482,0.1040615547
252598,252598,Saccharomyces_sp_boulardii_gca_001413975.ASM141397v1,Saccharomyces sp. 'boulardii',strain=unique28,GCA_001413975,2015-11,2015-11,PRJNA285730,Chromosome,Institute of Microbial Technology,12001065,5493,0.1029151114
566037,566037,Saccharomycetaceae_sp_ashbya_aceri_.ASM41222v2,Saccharomycetaceae sp. 'Ashbya aceri',NA,GCA_000412225,2014-10,2014-10,PRJNA39551,Complete Genome,"Duke University, Molecular Genetics and Microbiology",8894523,4479,0.01379049944
698492,5606,Saitoella_complicata_nrrl_y_17804.Scomplicata_3.0,Saitoella complicata NRRL Y-17804,strain=NRRL Y-17804,GCA_000227095,2015-06,2015-06,PRJDA63243,Contig,Saitoella complicata genome sequencing consortium,14130614,7119,1.87121466
563466,563466,Scedosporium_apiospermum.ScApio1.0,Scedosporium apiospermum,strain=IHEM 14462,GCA_000732125,2014-07,2014-07,PRJNA244532,Scaffold,LUNAM - Angers University,43437139,8375,2.158270842
322104,4924,Scheffersomyces_stipitis_cbs_6054.ASM20916v1,Scheffersomyces stipitis CBS 6054,strain=CBS 6054,GCA_000209165,2014-05,2014-05,PRJNA16843,Chromosome,DOE Joint Genome Institute,15441179,5818,0.343314924
578458,5334,Schizophyllum_commune_h4_8.v1.0,Schizophyllum commune H4-8,strain=H4-8,GCA_000143185,2010-10,2010-10,PRJNA32757,Scaffold,US DOE Joint Genome Institute (JGI-PGF),38482026,13190,3.808420072
27342,27342,Schizopora_paradoxa.Schpa1,Schizopora paradoxa,strain=KUC8140,GCA_001020605,2015-06,2015-06,PRJNA239088,Scaffold,DOE Joint Genome Institute,44406206,17088,3.980186553
653667,866546,Schizosaccharomyces_cryophilus.GCA_000004155.2,Schizosaccharomyces cryophilus OY26,strain=OY26,GCA_000004155,2013-08,2013-08,PRJNA38373,Scaffold,Broad Institute,11554764,5155,1.304845116
402676,4897,Schizosaccharomyces_japonicus.GCA_000149845.2,Schizosaccharomyces japonicus yFS275,strain=yFS275,GCA_000149845,2013-08,2013-08,PRJNA13640,Scaffold,Broad Institute,11733154,4878,1.195354288
483514,4899,Schizosaccharomyces_octosporus.GCA_000150505.2,Schizosaccharomyces octosporus yFS286,strain=yFS286,GCA_000150505,2013-07,2013-07,PRJNA13639,Scaffold,Broad Institute,11634473,4986,1.288171074
4896,4896,Schizosaccharomyces_pombe.ASM294v2,Schizosaccharomyces pombe,strain=972h-,GCA_000002945,2009-05,2015-11,PRJNA13836,Chromosome,S. pombe European Sequencing Consortium (EUPOM),12631379,5114,1.197578775
1036808,68788,Scleroderma_citrinum_foug_a.Scleroderma_citrinum_Foug_A_v1_0,Scleroderma citrinum Foug A,strain=Foug A,GCA_000827425,2015-02,2015-02,PRJNA207859,Scaffold,DOE Joint Genome Institute,56144862,20987,3.403925077
1432307,77105,Sclerotinia_borealis_f_4157.SBOR_1,Sclerotinia borealis F-4128,strain=F-4128,GCA_000503235,2014-05,2014-05,PRJNA227173,Scaffold,Centre Bioengineering RAS,39450085,10166,1.745406769
665079,5180,Sclerotinia_sclerotiorum.ASM14694v1,Sclerotinia sclerotiorum 1980 UF-70,strain=1980,GCA_000146945,2007-08,2007-08,PRJNA15530,Scaffold,Broad Institute,27274596,10175,2.640229332
933852,109899,Serendipita_vermifera_maff_305830.Sebacina_vermifera_MAFF_305830_v1_0,Serendipita vermifera MAFF 305830,strain=MAFF 305830,GCA_000827415,2015-02,2015-02,PRJNA207844,Scaffold,DOE Joint Genome Institute,38094242,15233,3.357416409
936435,85982,Serpula_lacrymans_var_lacrymans_s7_3.v1.0,Serpula lacrymans var. lacrymans S7.3,strain=S7.3,GCA_000218725,2011-06,2011-06,PRJNA61241,Scaffold,US DOE Joint Genome Institute (JGI-PGF),46993781,14481,3.849078564
578457,85982,Serpula_lacrymans_var_lacrymans_s7_9.v1.0,Serpula lacrymans var. lacrymans S7.9,strain=S7.9,GCA_000218685,2011-06,2011-06,PRJNA32885,Scaffold,US DOE Joint Genome Institute (JGI-PGF),42797233,12920,4.062508097
671987,93612,Setosphaeria_turcica_et28a.Setospaeria_trucica_Et28A_v1_0,Setosphaeria turcica Et28A,strain=Et28A,GCA_000359705,2013-04,2013-04,PRJNA82947,Scaffold,JGI,43013545,11698,1.539249843
771870,5147,Sordaria_macrospora.ASM18280v2,Sordaria macrospora k-hell,strain=k-hell,GCA_000182805,2012-12,2012-12,PRJNA39253,Scaffold,"Ruhr University Bochum, Department of General and Molecular Botany",38391383,9854,1.464997721
619300,340170,Spathaspora_passalidarum_nrrl_y_27907.Spathaspora_passalidarum_v2_0,Spathaspora passalidarum NRRL Y-27907,strain=NRRL Y-27907,GCA_000223485,2011-08,2011-08,PRJNA53891,Scaffold,DOE Joint Genome Institute,13182099,5983,0.195048723
990650,68786,Sphaerobolus_stellatus_ss14.Sphst1,Sphaerobolus stellatus SS14,strain=SS14,GCA_000827215,2015-02,2015-02,PRJNA207858,Scaffold,DOE Joint Genome Institute,176372157,25074,3.799639866
692275,85929,Sphaerulina_musiva_so2202.Septoria_musiva_SO2202_v1_0,Sphaerulina musiva SO2202,strain=SO2202,GCA_000320565,2016-05,2016-05,PRJNA51781,Scaffold,JGI,29352103,10156,1.330368309
645134,109760,Spizellomyces_punctatus_daom_br117.S_punctatus_V1,Spizellomyces punctatus DAOM BR117,strain=DAOM BR117,GCA_000182565,2015-07,2015-07,PRJNA37881,Scaffold,Broad Institute,24131112,8950,3.461272725
5005,5005,Sporidiobolus_salmonicolor.SPOSA68321A01,Sporidiobolus salmonicolor,NA,GCA_001373355,2015-04,2015-04,PRJEB8362,Scaffold,UCIBIO,20525926,4670,4.231684731
999809,72558,Sporisorium_reilianum.GCA_000230245.1,Sporisorium reilianum SRZ2,NA,GCA_000230245,2011-08,2011-08,PRJNA64587,Chromosome,Munich Information Center for Protein Sequences,18476874,6603,0.6702373275
49012,49012,Sporisorium_scitamineum.Sporisorium_scitamineum,Sporisorium scitamineum,NA,GCA_001243155,2015-05,2015-05,PRJEB5169,Scaffold,CSIRO,19427878,7711,1.236095368
1398154,545650,Sporothrix_brasiliensis_5110.S_brasiliensis_5110_v1,Sporothrix brasiliensis 5110,strain=5110,GCA_000820605,2015-10,2015-10,PRJNA218075,Contig,LNCC,33205847,9067,1.044445074
1397361,29908,Sporothrix_schenckii_1099_18.S_schenckii_v1,Sporothrix schenckii 1099-18,strain=1099-18,GCA_000961545,2015-10,2015-10,PRJNA218070,Contig,LNCC,32375103,10277,0.9682773363
1391915,29908,Sporothrix_schenckii_atcc_58251.Spor_sche_ATCC58251_V1,Sporothrix schenckii ATCC 58251,strain=ATCC 58251,GCA_000474925,2013-10,2013-10,PRJNA217088,Scaffold,Broad Institute,32228000,8674,1.044733964
1358809,51541,Spraguea_lophii_42_110.Sprlop1.0,Spraguea lophii 42_110,strain=42_110,GCA_000430065,2013-07,2013-07,PRJNA73605,Contig,University of Exeter,4980876,2499,0
1283842,74722,Stachybotrys_chartarum_ibt_40288.S40288v1,Stachybotrys chartarum IBT 40288,strain=IBT 40288,GCA_000732765,2014-07,2014-07,PRJNA170468,Scaffold,UT Southwestern,36012651,11368,1.614482027
1280524,74722,Stachybotrys_chartarum_ibt_40293.S40293v1,Stachybotrys chartarum IBT 40293,strain=IBT 40293,GCA_000732565,2014-07,2014-07,PRJNA185808,Scaffold,UT Southwestern,36480513,11453,1.625673309
1280523,74722,Stachybotrys_chartarum_ibt_7711.S7711v1,Stachybotrys chartarum IBT 7711,strain=IBT 7711,GCA_000730325,2014-11,2014-11,PRJNA185811,Scaffold,UT Southwestern,36879702,11530,1.645480787
1283841,388913,Stachybotrys_chlorohalonata_ibt_40285.S40285v1,Stachybotrys chlorohalonata IBT 40285,strain=IBT 40285,GCA_000732775,2014-07,2014-07,PRJNA185807,Scaffold,UT Southwestern,34390047,10706,1.688458519
183478,183478,Stemphylium_lycopersici.ASM119154v1,Stemphylium lycopersici,strain=CIDEFI 216,GCA_001191545,2015-08,2015-08,PRJNA274742,Scaffold,CIDEFI,35173254,8997,1.544160963
721885,40492,Stereum_hirsutum_fp_91666_ss1.Stehi1,Stereum hirsutum FP-91666 SS1,strain=FP-91666 SS1,GCA_000264905,2013-05,2013-05,PRJNA52843,Scaffold,JGI,46511623,1612,3.773026861
930992,5384,Suillus_luteus_uh_slu_lm8_n1.Suilu1,Suillus luteus UH-Slu-Lm8-n1,strain=UH-Slu-Lm8-n1,GCA_000827255,2015-02,2015-02,PRJNA242126,Scaffold,DOE Joint Genome Institute,37014302,18295,3.570647136
1472165,1472165,Talaromyces_cellulolyticus.TcelY94_1.0,Talaromyces cellulolyticus,strain=Y-94,GCA_000829775,2015-02,2015-02,PRJDB3250,Scaffold,National Institute of Advanced Industrial Science and Technology (AIST),36402801,1615,1.716021502
28573,28573,Talaromyces_islandicus.PIS,Talaromyces islandicus,NA,GCA_000985935,2015-04,2015-04,PRJEB8788,Scaffold,CEBITEC,34715840,9927,1.813017043
441960,37727,Talaromyces_marneffei_atcc_18224.JCVI-PMFA1-2.0,Talaromyces marneffei ATCC 18224,strain=ATCC 18224,GCA_000001985,2008-11,2008-11,PRJNA19555,Scaffold,J. Craig Venter Institute,28643865,10023,1.845013081
1077442,37727,Talaromyces_marneffei_pm1.ASM75011v1,Talaromyces marneffei PM1,strain=PM1,GCA_000750115,2014-09,2014-09,PRJNA251717,Scaffold,Texas A&M University,28337260,9480,2.085892955
441959,28564,Talaromyces_stipitatus_atcc_10500.JCVI-TSTA1-3.0,Talaromyces stipitatus ATCC 10500,strain=ATCC 10500,GCA_000003125,2008-12,2008-12,PRJNA19557,Scaffold,J. Craig Venter Institute,35685443,12457,2.083513742
1306850,1306850,Termitomyces_sp_j132.TerJ1321.0,Termitomyces sp. J132,strain=J132,GCA_001263195,2015-08,2015-08,PRJNA193471,Scaffold,BGI,67296805,11143,3.602577906
1071380,1071379,Tetrapisispora_blattae_cbs_6284.ASM31591v1,Tetrapisispora blattae CBS 6284,strain=type strain:CBS 6284,GCA_000315915,2015-02,2015-02,PRJEA70963,Chromosome,"Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland",14048593,5384,0.06211549889
1071381,113608,Tetrapisispora_phaffii_cbs_4417.ASM23690v1,Tetrapisispora phaffii CBS 4417,strain=type strain:CBS 4417,GCA_000236905,2015-02,2015-02,PRJEA70965,Chromosome,"Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland",12115070,5248,0.06453737957
578455,35720,Thielavia_terrestris_nrrl_8126.ASM22611v1,Thielavia terrestris NRRL 8126,strain=NRRL 8126,GCA_000226115,2014-09,2014-09,PRJNA32847,Complete Genome,DOE Joint Genome Institute,36912256,9802,1.732737317
72032,72032,Thielaviopsis_punctulata.ASM96861v1,Thielaviopsis punctulata,NA,GCA_000968615,2015-12,2015-12,PRJNA273322,Scaffold,University of Illinois,28117660,5296,1.485198287
1037660,5281,Tilletiaria_anomala_ubc_951.Tilletiaria_anomala_UBC_951_v1_0,Tilletiaria anomala UBC 951,strain=UBC 951,GCA_000711695,2014-05,2014-05,PRJNA196019,Contig,DOE Joint Genome Institute,18704010,6808,1.991339065
1163406,71617,Tolypocladium_ophioglossoides_cbs_100239.Tophv1.0,Tolypocladium ophioglossoides CBS 100239,strain=CBS 100239,GCA_001189435,2015-08,2015-08,PRJNA91059,Scaffold,Oregon State University,31245833,9151,1.63170456
1531966,1531966,Torrubiella_hemipterigena.Allpaths-LG,Torrubiella hemipterigena,NA,GCA_000825705,2015-03,2015-03,PRJEB7402,Scaffold,HKI JENA,28476206,10773,1.479245682
4950,4950,Torulaspora_delbrueckii.ASM24337v1,Torulaspora delbrueckii,strain=type strain:CBS 1146,GCA_000243375,2015-02,2015-02,PRJEA70971,Chromosome,"Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland",9220678,4967,0.07771620153
72359,72359,Trachipleistophora_hominis.ASM31613v1,Trachipleistophora hominis,NA,GCA_000316135,2013-01,2013-01,PRJNA84343,Scaffold,"Institute for Cell and Molecular Biosciences, Newcastle University",8498182,3212,0
5643,5643,Trametes_cinnabarina.BN946,Trametes cinnabarina,strain=BRFM137,GCA_000765035,2014-09,2014-09,PRJEB5237,Scaffold,INRA_UMR1163_BCF,33668918,10233,3.714989176
717944,5325,Trametes_versicolor_fp_101664_ss1.Trametes_versicolor_v1_0,Trametes versicolor FP-101664 SS1,strain=FP-101664 SS1,GCA_000271585,2013-05,2013-05,PRJNA56097,Scaffold,JGI,44794008,1029,3.349169904
578456,5217,Tremella_mesenterica_dsm_1558.Treme1,Tremella mesenterica DSM 1558,strain=Fries,GCA_000271645,2013-05,2013-05,PRJNA32829,Scaffold,DOE Joint Genome Institute,28639919,1456,3.709595799
452589,63577,Trichoderma_atroviride_imi_206040.TRIAT_v2_0,Trichoderma atroviride IMI 206040,strain=IMI 206040,GCA_000171015,2014-08,2014-08,PRJNA19867,Contig,DOE Joint Genome Institute,36143664,11771,1.657386909
398673,398673,Trichoderma_gamsii.ASM148177v1,Trichoderma gamsii,strain=T6085,GCA_001481775,2016-01,2016-01,PRJNA252048,Scaffold,University of Pisa,37970415,10944,1.547145771
5544,5544,Trichoderma_harzianum.ASM98886v1,Trichoderma harzianum,strain=T6776,GCA_000988865,2015-05,2015-05,PRJNA252551,Scaffold,University of Pisa,39721542,11498,1.583594081
431241,51453,Trichoderma_reesei.GCA_000167675.2,Trichoderma reesei QM6a,strain=QM6a,GCA_000167675,2011-07,2011-07,PRJNA15571,Scaffold,DOE Joint Genome Institute,33395713,9113,2.03433678
1344414,51453,Trichoderma_reesei_rut_c_30.TrireRUTC30_1,Trichoderma reesei RUT C-30,strain=RUT C-30,GCA_000513815,2014-05,2014-05,PRJNA207855,Scaffold,DOE Joint Genome Institute,32681481,9849,1.774933658
413071,29875,Trichoderma_virens.ASM17099v1,Trichoderma virens Gv29-8,strain=Gv29-8,GCA_000170995,2011-11,2011-11,PRJNA19983,Scaffold,DOE Joint Genome Institute,39022666,12400,1.7579955
559882,63418,Trichophyton_equinum_cbs_127_97.ASM15117v1,Trichophyton equinum CBS 127.97,strain=CBS 127.97,GCA_000151175,2011-08,2011-08,PRJNA20577,Scaffold,Broad Institute,24158205,8671,2.249652012
1215336,101480,Trichophyton_interdigitale_h6.Tric_rubr_H6_V2,Trichophyton interdigitale H6,strain=H6,GCA_000616785,2014-04,2014-04,PRJNA186827,Scaffold,Broad Institute,21938449,8111,1.767140063
1215338,101480,Trichophyton_interdigitale_mr816.Tric_inte_MR816_V1,Trichophyton interdigitale MR816,strain=MR816,GCA_000622975,2014-07,2014-07,PRJNA186835,Contig,Broad Institute,22469575,7988,1.853430462
1215328,5551,Trichophyton_rubrum_cbs_100081.Tric_fish_CBS_100081_V1,Trichophyton rubrum CBS 100081,strain=CBS 100081,GCA_000616805,2014-04,2014-04,PRJNA186828,Scaffold,Broad Institute,23061810,8885,1.747566313
559305,5551,Trichophyton_rubrum_cbs_118892.ASM15142v1,Trichophyton rubrum CBS 118892,strain=CBS 118892,GCA_000151425,2014-08,2014-08,PRJNA38221,Scaffold,Broad Institute,22530013,8609,1.576628032
1215334,5551,Trichophyton_rubrum_cbs_202_88.Tric_raub_CBS_202_88_V2,Trichophyton rubrum CBS 202.88,strain=CBS 202.88,GCA_000616985,2014-04,2014-04,PRJNA186833,Scaffold,Broad Institute,23116446,9060,1.74397154
